iso_3,year,sentiment,amount_of_time_spent_on_climate,Annual COâ‚‚ emissions (per capita),Anual co2 per capita shifted,Change co2
GHA,2019,0.12605,0.2222222222222222,0.59343636,0.61075526,-0.017318900000000026
GHA,2020,0.2732,0.05,0.61075526,0.64912677,-0.03837150999999994
GHA,2021,0.743,0.06666666666666667,0.64912677,0.047250953,0.6018758169999999
GIN,2013,0.7838499999999999,0.08,0.19089836,0.19106634,-0.000167980000000012
GIN,2014,0.9941,0.03125,0.19106634,0.2108391,-0.01977276
GIN,2015,0.8352333333333334,0.21428571428571427,0.2108391,0.22975393,-0.018914829999999994
GIN,2016,-0.4828,0.05555555555555555,0.22975393,0.26460513,-0.03485120000000003
GIN,2017,,0.0,0.26460513,0.29358995,-0.028984819999999967
GIN,2018,,0.0,0.29358995,0.34430987,-0.05071992000000003
GIN,2019,0.9595,0.1111111111111111,0.34430987,0.34325704,0.0010528300000000046
GIN,2020,,0.0,0.34325704,0.35780457,-0.014547529999999975
GIN,2021,0.9551,0.0625,0.35780457,0.013484941,0.344319629
GMB,2013,-0.7494000000000001,0.09523809523809523,0.20002297,0.23098522,-0.030962249999999997
GMB,2014,0.08607142857142856,0.12280701754385964,0.23098522,0.25856218,-0.027576959999999984
GMB,2017,,0.0,0.24927379,0.24277644,0.006497349999999985
GMB,2018,,0.0,0.24277644,0.23950748,0.003268960000000015
GMB,2019,0.33624,0.1282051282051282,0.23950748,0.2384809,0.0010265799999999992
GMB,2020,0.7819499999999999,0.05555555555555555,0.2384809,0.24837817,-0.009897270000000014
GMB,2021,,0.0,0.24837817,6.383903e-05,0.24831433097
GNB,2013,0.4559,0.04878048780487805,0.14459549,0.14922349,-0.004627999999999993
GNB,2014,0.26770000000000005,0.11428571428571428,0.14922349,0.15565944,-0.006435950000000024
GNB,2015,0.9477,0.08333333333333333,0.15565944,0.1657689,-0.010109459999999987
GNB,2016,0.6280333333333333,0.14285714285714285,0.1657689,0.1617759,0.0039929999999999966
GNB,2017,,0.0,0.1617759,0.16179088,-1.4979999999997773e-05
GNB,2018,0.6124,0.1111111111111111,0.16179088,0.16363285,-0.0018419699999999983
GNB,2019,0.78685,0.09523809523809523,0.16363285,0.16339748,0.00023536999999998476
GNB,2020,0.4939,0.038461538461538464,0.16339748,0.17073512,-0.007337639999999979
GNB,2021,,0.0,0.17073512,0.62275034,-0.45201521999999994
GNQ,2018,,0.0,4.000029,2.986391,1.0136379999999998
GNQ,2019,-0.80765,0.14285714285714285,2.986391,3.125901,-0.13951000000000002
GNQ,2020,-0.7506,0.043478260869565216,3.125901,3.1966193,-0.07071830000000023
GNQ,2021,,0.0,3.1966193,0.020740744,3.1758785560000002
GTM,2013,0.989,0.047619047619047616,0.830705,0.87993693,-0.049231929999999924
GTM,2014,0.4906,0.125,0.87993693,0.9969242,-0.11698727000000009
GTM,2015,0.22055000000000002,0.09090909090909091,0.9969242,1.0390084,-0.042084199999999905
GTM,2016,0.8815,0.047619047619047616,1.0390084,1.0447445,-0.005736100000000022
GTM,2017,,0.0,1.0447445,1.1092327,-0.0644882
GTM,2018,,0.0,1.1092327,1.1552123,-0.04597960000000012
GTM,2019,0.36135,0.06896551724137931,1.1552123,1.0134118,0.1418005
GTM,2020,-0.032666666666666656,0.08823529411764706,1.0134118,1.1543926,-0.1409807999999999
GTM,2021,0.8151333333333334,0.11538461538461539,1.1543926,0.0,1.1543926
GUY,2013,0.31398750000000003,0.26666666666666666,2.5491288,2.6254196,-0.07629079999999977
GUY,2014,0.355675,0.38095238095238093,2.6254196,2.653274,-0.02785440000000028
GUY,2015,,0.0,2.653274,3.0893745,-0.4361004999999998
GUY,2016,0.6366666666666667,0.13636363636363635,3.0893745,3.0389013,0.050473199999999885
GUY,2017,0.003699999999999981,0.13333333333333333,3.0389013,3.1584024,-0.11950109999999992
GUY,2018,,0.0,3.1584024,3.4179611,-0.2595586999999999
GUY,2019,0.9408,0.037037037037037035,3.4179611,4.002681,-0.5847199000000001
GUY,2020,0.308,0.0967741935483871,4.002681,3.837854,0.16482699999999983
GUY,2021,-0.33749999999999997,0.26666666666666666,3.837854,0.03497863,3.80287537
HND,2013,,0.0,1.0451132,1.0387152,0.006398000000000126
HND,2014,0.7322,0.17391304347826086,1.0387152,1.1133431,-0.07462790000000008
HND,2015,,0.0,1.1133431,1.0276414,0.08570169999999999
HND,2016,0.3254,0.16666666666666666,1.0276414,1.0628078,-0.03516640000000004
HND,2017,-0.24619999999999997,0.25,1.0628078,1.0069852,0.05582260000000017
HND,2018,,0.0,1.0069852,1.1278571,-0.12087190000000003
HND,2019,0.38107500000000005,0.21052631578947367,1.1278571,0.9725754,0.15528169999999997
HND,2020,0.47209999999999996,0.07692307692307693,0.9725754,1.060269,-0.08769359999999993
HND,2021,-0.6787,0.047619047619047616,1.060269,0.035799727,1.0244692729999998
HRV,2013,0.4657,0.08108108108108109,4.277748,4.1273804,0.15036760000000005
HRV,2014,0.09866666666666667,0.15,4.1273804,4.1892962,-0.06191580000000041
HRV,2015,0.524275,0.12903225806451613,4.1892962,4.2874274,-0.09813120000000009
HRV,2016,0.3182,0.03333333333333333,4.2874274,4.470874,-0.1834465999999999
HRV,2017,0.5497333333333333,0.12,4.470874,4.2601137,0.21076030000000046
HRV,2018,0.8848,0.05,4.2601137,4.3240995,-0.0639858000000002
HRV,2019,,0.0,4.3240995,4.1179047,0.20619479999999957
HRV,2020,0.2554666666666667,0.0989010989010989,4.1179047,4.3598137,-0.2419089999999997
HRV,2021,0.9382,0.041666666666666664,4.3598137,0.015872668,4.343941032
HTI,2013,0.169875,0.10526315789473684,0.26373607,0.25974187,0.003994200000000003
HTI,2014,0.0,0.058823529411764705,0.25974187,0.25186643,0.007875440000000011
HTI,2015,,0.0,0.25186643,0.27809986,-0.026233430000000002
HTI,2016,-0.0672,0.125,0.27809986,0.2853974,-0.007297540000000047
HTI,2017,0.9594,0.03571428571428571,0.2853974,0.30614442,-0.02074701999999995
HTI,2018,-0.070775,0.2222222222222222,0.30614442,0.27352905,0.03261536999999998
HTI,2019,0.7061000000000001,0.14285714285714285,0.27352905,0.23151909,0.042009959999999985
HTI,2020,-0.035750000000000004,0.17391304347826086,0.23151909,0.25122553,-0.019706439999999964
HTI,2021,-0.332,0.058823529411764705,0.25122553,0.05698596,0.19423956999999997
HUN,2013,0.5333,0.10526315789473684,4.407595,4.4315224,-0.02392740000000071
HUN,2014,0.0828125,0.6153846153846154,4.4315224,4.739159,-0.3076365999999995
HUN,2015,0.1531,0.05263157894736842,4.739159,4.800059,-0.060900000000000176
HUN,2016,,0.0,4.800059,5.058283,-0.25822400000000023
HUN,2020,0.07831428571428571,0.25925925925925924,4.8494077,4.9902883,-0.14088059999999913
HUN,2021,,0.0,4.9902883,0.0,4.9902883
IDN,2013,0.4496,0.15384615384615385,1.9309183,1.9041111,0.026807200000000142
IDN,2014,0.28452,0.25,1.9041111,2.0809183,-0.17680720000000005
IDN,2015,0.4244,0.13333333333333333,2.0809183,2.1105638,-0.02964549999999999
IDN,2016,0.76928,0.3125,2.1105638,2.14464,-0.03407619999999989
IDN,2017,0.9049333333333333,0.1875,2.14464,2.260322,-0.11568200000000006
IDN,2018,0.7931,0.1111111111111111,2.260322,2.4461334,-0.18581139999999996
IDN,2019,0.8213,0.15384615384615385,2.4461334,2.2430317,0.20310169999999994
IDN,2020,-0.3712,0.05660377358490566,2.2430317,2.2621746,-0.01914289999999985
IDN,2021,0.07878,0.1724137931034483,2.2621746,0.00034123307,2.26183336693
IND,2013,,0.0,1.5780071,1.6732446,-0.09523750000000009
IND,2014,-0.9628,0.04,1.6732446,1.7165496,-0.04330499999999993
IND,2015,0.95615,0.08333333333333333,1.7165496,1.7807794,-0.06422979999999989
IND,2016,0.8152666666666667,0.2608695652173913,1.7807794,1.7980177,-0.01723830000000004
IND,2017,0.16916,0.2,1.7980177,1.8995181,-0.10150040000000016
IND,2018,0.7839,0.09523809523809523,1.8995181,1.8989491,0.0005690000000000417
IND,2019,0.785,0.1,1.8989491,1.7509557,0.14799340000000005
IND,2020,-0.1591,0.02564102564102564,1.7509557,1.9250876,-0.1741318999999999
IND,2021,0.30390000000000006,0.1,1.9250876,0.000109834225,1.9249777657749998
IRQ,2013,,0.0,4.646068,4.542074,0.10399399999999925
IRQ,2014,-0.2257,0.125,4.542074,4.45509,0.08698400000000017
IRQ,2015,0.8849666666666667,0.2,4.45509,5.0134673,-0.5583773000000001
IRQ,2019,,0.0,4.5027084,4.0770516,0.4256568000000005
IRQ,2020,,0.0,4.0770516,4.262931,-0.18587940000000014
IRQ,2021,-0.3172,0.14285714285714285,4.262931,0.0574213,4.2055097
JAM,2013,-0.8074666666666667,0.16666666666666666,3.0623262,2.7643518,0.2979744000000002
JAM,2014,0.7374666666666667,0.10714285714285714,2.7643518,2.8624215,-0.09806969999999993
JAM,2015,0.8639,0.04,2.8624215,2.9127038,-0.05028230000000011
JAM,2016,,0.0,2.9127038,2.7765203,0.1361835
JAM,2017,0.9400999999999999,0.07142857142857142,2.7765203,2.8758495,-0.09932920000000012
JAM,2018,0.9434,0.09523809523809523,2.8758495,2.7803972,0.09545230000000027
JAM,2019,-0.012299999999999978,0.09523809523809523,2.7803972,2.4618556,0.3185416000000001
JAM,2020,-0.4664,0.038461538461538464,2.4618556,2.7194328,-0.25757720000000006
JAM,2021,0.37820000000000004,0.07407407407407407,2.7194328,0.0003208706,2.7191119294
JOR,2013,,0.0,3.095357,2.9913085,0.10404849999999977
JOR,2014,,0.0,2.9913085,2.6918647,0.29944380000000015
JOR,2015,,0.0,2.6918647,2.434076,0.25778869999999987
JOR,2016,,0.0,2.434076,2.4892416,-0.05516560000000004
JOR,2017,,0.0,2.4892416,2.3862228,0.10301880000000008
JOR,2018,,0.0,2.3862228,2.4608672,-0.07464439999999994
JOR,2019,0.8383,0.08333333333333333,2.4608672,2.2822576,0.17860960000000015
JOR,2020,0.91,0.06666666666666667,2.2822576,2.2957532,-0.013495600000000163
JOR,2021,-0.4626,0.1,2.2957532,0.0005432069,2.2952099931
KEN,2014,0.2743166666666667,0.24,0.30287915,0.3478116,-0.04493245000000001
KEN,2015,0.3474083333333333,0.46153846153846156,0.3478116,0.3631004,-0.015288799999999991
KEN,2016,0.3820666666666666,0.11538461538461539,0.3631004,0.34768176,0.015418639999999983
KEN,2017,-0.4019,0.05263157894736842,0.34768176,0.36372316,-0.016041399999999983
KEN,2018,,0.0,0.36372316,0.37638173,-0.012658570000000036
KEN,2019,0.7865333333333333,0.16666666666666666,0.37638173,0.3515545,0.024827230000000033
KEN,2020,0.3913857142857143,0.14893617021276595,0.3515545,0.37496784,-0.023413340000000005
KEN,2021,0.70155,0.11764705882352941,0.37496784,0.151731,0.22323684
KGZ,2013,0.8625,0.041666666666666664,1.6886444,1.7362708,-0.04762639999999996
KGZ,2014,0.43585,0.1111111111111111,1.7362708,1.7377696,-0.0014988000000000223
KGZ,2015,0.7645,0.024390243902439025,1.7377696,1.6028153,0.13495429999999997
KGZ,2016,-0.4357,0.043478260869565216,1.6028153,1.5271472,0.07566810000000013
KGZ,2017,0.0,0.06666666666666667,1.5271472,1.7842895,-0.25714230000000016
KGZ,2018,,0.0,1.7842895,1.4280186,0.35627090000000017
KGZ,2019,0.3818,0.038461538461538464,1.4280186,1.3212234,0.10679519999999987
KGZ,2020,,0.0,1.3212234,1.4259297,-0.10470629999999992
KGZ,2021,0.7096,0.043478260869565216,1.4259297,0.01354608,1.41238362
KHM,2013,0.1848166666666667,0.2,0.37578973,0.44930223,-0.07351250000000004
KHM,2014,0.12386666666666664,0.41379310344827586,0.44930223,0.5426039,-0.09330167
KHM,2015,0.63115,0.25,0.5426039,0.6990081,-0.1564042
KHM,2016,0.76722,0.2631578947368421,0.6990081,0.78991115,-0.09090304999999999
KHM,2017,0.36629999999999996,0.2,0.78991115,0.89784485,-0.10793370000000002
KHM,2018,0.9074500000000001,0.15384615384615385,0.89784485,1.1121005,-0.2142556499999999
KHM,2019,0.9451,0.07692307692307693,1.1121005,1.1406623,-0.02856180000000008
KHM,2020,0.40759999999999996,0.10714285714285714,1.1406623,1.1470591,-0.006396800000000091
KHM,2021,0.632,0.18181818181818182,1.1470591,0.032260824,1.1147982760000001
LAO,2013,0.29833333333333334,0.12,0.6455582,0.6649802,-0.01942200000000005
LAO,2014,0.861,0.1,0.6649802,1.3597585,-0.6947783000000001
LAO,2015,0.81515,0.14285714285714285,1.3597585,2.3882232,-1.0284647
LAO,2016,0.8563000000000001,0.13333333333333333,2.3882232,2.812812,-0.4245888
LAO,2017,0.8279,0.06666666666666667,2.812812,2.893467,-0.0806549999999997
LAO,2018,-0.02705000000000002,0.15384615384615385,2.893467,2.7171376,0.17632939999999975
LAO,2019,0.17930000000000001,0.2,2.7171376,2.7991104,-0.08197279999999996
LAO,2020,0.20984999999999998,0.15384615384615385,2.7991104,2.7982957,0.000814699999999835
LAO,2021,0.9719,0.08333333333333333,2.7982957,0.00017552492,2.79812017508
LBN,2013,,0.0,3.9027882,3.82383,0.07895819999999976
LBN,2014,,0.0,3.82383,4.0216894,-0.19785939999999957
LBN,2015,,0.0,4.0216894,4.227318,-0.20562860000000072
LBN,2016,0.9286,0.058823529411764705,4.227318,4.55805,-0.33073199999999936
LBN,2017,,0.0,4.55805,4.403218,0.15483199999999986
LBN,2018,,0.0,4.403218,4.5660133,-0.16279529999999998
LBN,2019,0.9056500000000001,0.15384615384615385,4.5660133,4.321998,0.24401530000000005
LBN,2020,,0.0,4.321998,4.462823,-0.14082500000000042
LBN,2021,,0.0,4.462823,0.8187464,3.6440766
LBR,2013,0.31972,0.3125,0.19747052,0.26283562,-0.06536509999999998
LBR,2014,0.6027,0.15151515151515152,0.26283562,0.26089266,0.0019429599999999936
LBR,2015,,0.0,0.26089266,0.28766924,-0.026776579999999994
LBR,2016,0.8595999999999999,0.16666666666666666,0.28766924,0.2560038,0.03166543999999999
LBR,2017,0.5106,0.045454545454545456,0.2560038,0.2212218,0.03478200000000001
LBR,2018,,0.0,0.2212218,0.22192731,-0.0007055099999999925
LBR,2019,0.7783,0.045454545454545456,0.22192731,0.22159466,0.0003326499999999899
LBR,2020,0.5624,0.08333333333333333,0.22159466,0.23014884,-0.008554179999999995
LBR,2021,0.47862857142857146,0.3783783783783784,0.23014884,0.1263806,0.10376823999999998
LIE,2014,0.95665,0.11764705882352941,4.3442616,4.2745466,0.06971500000000042
LIE,2015,,0.0,4.2745466,3.9818761,0.29267049999999983
LIE,2016,0.9371,0.08333333333333333,3.9818761,4.108266,-0.1263899000000004
LIE,2017,0.9783,0.07142857142857142,4.108266,3.7416568,0.3666092000000005
LIE,2018,0.1461,0.14285714285714285,3.7416568,3.8708053,-0.1291484999999999
LIE,2019,0.44636,0.2777777777777778,3.8708053,3.661295,0.20951029999999982
LIE,2020,0.5995,0.125,3.661295,3.8647652,-0.20347019999999993
LIE,2021,0.94135,0.2,3.8647652,0.00021177702,3.86455342298
LKA,2013,0.39585000000000004,0.2,0.6946442,0.83293056,-0.13828635999999994
LKA,2014,0.6083000000000001,0.19230769230769232,0.83293056,0.9293981,-0.09646754000000002
LKA,2015,0.1936,0.2,0.9293981,1.0745894,-0.14519130000000002
LKA,2016,0.78295,0.2,1.0745894,1.0708443,0.0037450999999999457
LKA,2017,0.6033499999999999,0.13333333333333333,1.0708443,0.97283787,0.09800643000000009
LKA,2018,-0.2823,0.21428571428571427,0.97283787,1.0263492,-0.05351133000000008
LKA,2019,0.35733333333333334,0.1111111111111111,1.0263492,0.9994752,0.026874000000000065
LKA,2020,-0.08952500000000001,0.08163265306122448,0.9994752,0.9544157,0.04505950000000003
LKA,2021,0.5368999999999999,0.45454545454545453,0.9544157,0.081377044,0.873038656
LSO,2013,0.5906166666666667,0.3157894736842105,1.1253744,1.1803837,-0.05500929999999982
LSO,2014,0.007133333333333353,0.25,1.1803837,1.0584537,0.12192999999999987
LSO,2015,0.9246000000000001,0.10526315789473684,1.0584537,1.0322686,0.02618509999999996
LSO,2016,0.34640000000000004,0.17647058823529413,1.0322686,1.1579648,-0.12569619999999992
LSO,2017,0.34195,0.19047619047619047,1.1579648,1.0785148,0.07945000000000002
LSO,2018,,0.0,1.0785148,1.073333,0.005181799999999903
LSO,2019,0.65138,0.25,1.073333,0.9706939,0.1026391000000001
LSO,2020,-0.2552,0.05714285714285714,0.9706939,1.0003072,-0.029613299999999954
LSO,2021,0.6471,0.22857142857142856,1.0003072,0.05200511,0.94830209
LTU,2013,0.4967,0.5714285714285714,4.410545,4.376761,0.033783999999999814
LTU,2014,,0.0,4.376761,4.494177,-0.11741599999999952
LTU,2015,,0.0,4.494177,4.551006,-0.05682900000000046
LTU,2016,,0.0,4.551006,4.672769,-0.12176299999999962
LTU,2017,,0.0,4.672769,4.7603407,-0.0875717000000007
LTU,2018,,0.0,4.7603407,4.886943,-0.12660229999999917
LTU,2019,0.6105,0.05555555555555555,4.886943,4.8410826,0.04586039999999958
LTU,2020,0.923,0.03125,4.8410826,4.981188,-0.14010540000000038
LTU,2021,0.6968333333333333,0.13043478260869565,4.981188,0.0,4.981188
LVA,2013,,0.0,3.6271079,3.5662947,0.06081320000000012
LVA,2014,0.8799,0.06666666666666667,3.5662947,3.6457217,-0.07942700000000036
LVA,2015,0.8936000000000001,0.17647058823529413,3.6457217,3.653615,-0.007893299999999659
LVA,2016,0.71315,0.10526315789473684,3.653615,3.6907718,-0.03715679999999999
LVA,2017,,0.0,3.6907718,4.06036,-0.36958820000000037
LVA,2018,-0.296,0.047619047619047616,4.06036,3.9908507,0.0695093
LVA,2019,0.8576,0.1,3.9908507,3.686823,0.30402770000000023
LVA,2020,0.8481,0.034482758620689655,3.686823,3.877535,-0.190712
LVA,2021,0.5994,0.041666666666666664,3.877535,0.0038519022,3.8736830978
MAR,2013,0.40075,0.06896551724137931,1.6745714,1.6694084,0.005163000000000029
MAR,2014,0.46986666666666665,0.25,1.6694084,1.6866901,-0.017281700000000066
MAR,2015,0.45208333333333334,0.42857142857142855,1.6866901,1.6651102,0.021579900000000096
MAR,2016,0.8737,0.16666666666666666,1.6651102,1.7302388,-0.06512859999999998
MAR,2017,0.95545,0.14285714285714285,1.7302388,1.75381,-0.023571200000000125
MAR,2018,0.7994,0.043478260869565216,1.75381,1.8897853,-0.1359752999999999
MAR,2019,0.9493,0.05,1.8897853,1.7640363,0.1257490000000001
MAR,2020,0.05135,0.03773584905660377,1.7640363,1.9035642,-0.13952790000000004
MAR,2021,0.907275,0.0851063829787234,1.9035642,0.010665609,1.892898591
MDA,2013,0.31503333333333333,0.125,1.4340149,1.4255046,0.00851029999999997
MDA,2014,0.34,0.034482758620689655,1.4255046,1.4590147,-0.03351009999999999
MDA,2015,0.9569,0.05555555555555555,1.4590147,1.5204592,-0.0614444999999999
MDA,2016,0.9666,0.037037037037037035,1.5204592,1.6414043,-0.12094510000000014
MDA,2017,0.9169,0.058823529411764705,1.6414043,1.7332046,-0.09180030000000006
MDA,2018,0.85365,0.1111111111111111,1.7332046,1.7657733,-0.032568699999999895
MDA,2019,,0.0,1.7657733,1.7019565,0.0638167999999999
MDA,2020,0.8523000000000001,0.04878048780487805,1.7019565,1.8296566,-0.12770009999999998
MDA,2021,,0.0,1.8296566,0.3658072,1.4638494
MDG,2013,0.7269,0.07692307692307693,0.13598353,0.13040431,0.005579219999999996
MDG,2014,0.836,0.045454545454545456,0.13040431,0.12987387,0.0005304399999999931
MDG,2015,0.6754,0.09523809523809523,0.12987387,0.12813878,0.0017350899999999947
MDG,2016,0.6675,0.13333333333333333,0.12813878,0.15739256,-0.02925377999999998
MDG,2017,0.9146,0.1111111111111111,0.15739256,0.14237654,0.015016019999999991
MDG,2018,0.8684000000000001,0.08333333333333333,0.14237654,0.15613857,-0.013762030000000008
MDG,2019,0.28764999999999996,0.2,0.15613857,0.14173806,0.014400510000000005
MDG,2020,,0.0,0.14173806,0.146784,-0.005045939999999999
MDG,2021,-0.985,0.07142857142857142,0.146784,0.07951529,0.06726871
MDV,2013,0.4707,0.11428571428571428,2.7246325,3.1563015,-0.4316690000000003
MDV,2014,-0.99,0.047619047619047616,3.1563015,3.0113456,0.14495590000000025
MDV,2015,0.6847000000000001,0.125,3.0113456,3.1617982,-0.15045259999999994
MDV,2016,0.8365,0.1111111111111111,3.1617982,3.202953,-0.04115480000000016
MDV,2017,0.4775666666666667,0.08571428571428572,3.202953,3.553483,-0.35053
MDV,2018,,0.0,3.553483,3.870847,-0.317364
MDV,2019,-0.9081,0.047619047619047616,3.870847,4.006477,-0.13563000000000036
MDV,2020,0.6899500000000001,0.05263157894736842,4.006477,4.0619364,-0.05545939999999927
MDV,2021,0.40185000000000004,0.21052631578947367,4.0619364,0.0090291165,4.0529072835
MEX,2013,0.49803333333333333,0.13636363636363635,4.2244205,4.076545,0.1478754999999996
MEX,2014,0.3983,0.06666666666666667,4.076545,3.9910128,0.08553220000000028
MEX,2015,0.9702,0.0625,3.9910128,3.9482622,0.042750600000000194
MEX,2016,0.44505,0.26666666666666666,3.9482622,3.7904897,0.15777249999999965
MEX,2017,-0.014649999999999996,0.09523809523809523,3.7904897,3.8323855,-0.041895799999999817
MEX,2018,0.9771,0.08333333333333333,3.8323855,3.7749555,0.05743000000000009
MEX,2019,0.50752,0.2,3.7749555,3.1088214,0.6661340999999998
MEX,2020,,0.0,3.1088214,3.2138007,-0.10497930000000011
MEX,2021,0.7898666666666667,0.14285714285714285,3.2138007,1.3173709,1.8964298000000002
MKD,2013,0.9812,0.03333333333333333,3.696732,3.543404,0.1533279999999997
MKD,2014,0.12150000000000001,0.0625,3.543404,3.3303323,0.21307170000000042
MKD,2015,,0.0,3.3303323,3.3111875,0.01914479999999985
MKD,2016,0.3213333333333333,0.09375,3.3111875,3.553,-0.24181249999999999
MKD,2017,0.9729,0.05263157894736842,3.553,3.326816,0.22618399999999994
MKD,2018,,0.0,3.326816,3.7815452,-0.45472920000000006
MKD,2019,0.007999999999999988,0.21428571428571427,3.7815452,3.1498134,0.6317317999999998
MKD,2020,0.128,0.05263157894736842,3.1498134,3.25748,-0.10766659999999995
MKD,2021,0.6124,0.1111111111111111,3.25748,0.009932231,3.247547769
MLI,2013,0.3592,0.04081632653061224,0.1613378,0.17656335,-0.015225550000000004
MLI,2014,0.8721666666666668,0.08108108108108109,0.17656335,0.18056652,-0.00400317
MLI,2015,0.8392,0.0625,0.18056652,0.17844592,0.0021206000000000003
MLI,2016,0.9283666666666667,0.17647058823529413,0.17844592,0.18382406,-0.0053781400000000035
MLI,2017,0.9382,0.03125,0.18382406,0.18433651,-0.0005124499999999976
MLI,2018,0.9249,0.08333333333333333,0.18433651,0.187366,-0.003029489999999996
MLI,2019,0.886,0.043478260869565216,0.187366,0.18509024,0.0022757600000000155
MLI,2021,0.8855500000000001,0.047619047619047616,0.19035652,0.8410551,-0.65069858
MLT,2015,0.9207000000000001,0.1,3.647275,2.8999438,0.7473312000000001
MLT,2016,,0.0,2.8999438,3.1926084,-0.29266460000000016
MLT,2017,,0.0,3.1926084,3.1468256,0.04578280000000001
MLT,2018,,0.0,3.1468256,3.2745082,-0.12768259999999998
MLT,2019,0.9501,0.07692307692307693,3.2745082,3.103779,0.17072920000000025
MLT,2020,0.16645555555555555,0.08571428571428572,3.103779,3.273186,-0.16940700000000009
MLT,2021,0.31298,0.09433962264150944,3.273186,1.601932,1.671254
MMR,2013,-0.14186,0.18518518518518517,0.25118583,0.31033078,-0.059144949999999974
MMR,2014,0.9371,0.03125,0.31033078,0.42512554,-0.11479476000000005
MMR,2015,0.401525,0.14285714285714285,0.42512554,0.40738967,0.017735870000000042
MMR,2016,,0.0,0.40738967,0.4519188,-0.04452913000000003
MMR,2017,0.4951,0.05263157894736842,0.4519188,0.66045374,-0.20853494
MMR,2018,0.9325,0.0625,0.66045374,0.6525071,0.007946640000000005
MMR,2019,0.7783,0.043478260869565216,0.6525071,0.67552847,-0.02302137000000004
MMR,2020,,0.0,0.67552847,0.67487085,0.0006576200000000254
MNE,2013,0.36451428571428574,0.1794871794871795,3.3926408,3.3214514,0.07118940000000018
MNE,2014,0.81815,0.11764705882352941,3.3214514,3.5312514,-0.2098
MNE,2015,,0.0,3.5312514,3.1822429,0.34900850000000005
MNE,2016,0.5508,0.09090909090909091,3.1822429,3.3254054,-0.1431625000000003
MNE,2017,0.9657,0.11764705882352941,3.3254054,3.800595,-0.47518959999999977
MNE,2018,,0.0,3.800595,3.9290168,-0.12842179999999992
MNE,2019,0.9301,0.09523809523809523,3.9290168,3.8967185,0.03229829999999989
MNE,2020,,0.0,3.8967185,2.789471,1.1072475000000002
MNE,2021,0.9563,0.07692307692307693,2.789471,0.30663654,2.48283446
MOZ,2013,0.8413,0.11538461538461539,0.14184362,0.30418453,-0.16234091
MOZ,2014,0.5968,0.14285714285714285,0.30418453,0.23517631,0.06900822000000001
MOZ,2015,0.5450999999999999,0.13333333333333333,0.23517631,0.29459932,-0.05942301
MOZ,2016,0.7742333333333334,0.3333333333333333,0.29459932,0.24324323,0.05135608999999999
MOZ,2017,0.3040333333333333,0.13043478260869565,0.24324323,0.2406137,0.002629529999999991
MOZ,2018,0.9739,0.058823529411764705,0.2406137,0.23598108,0.004632620000000004
MOZ,2019,0.17896,0.19230769230769232,0.23598108,0.21391219,0.022068890000000008
MOZ,2020,0.11234999999999998,0.044444444444444446,0.21391219,0.2230942,-0.00918200999999999
MOZ,2021,-0.5886666666666667,0.15,0.2230942,0.24411763,-0.02102343000000001
MRT,2013,0.41942500000000005,0.12121212121212122,0.5794508,0.66778404,-0.08833323999999998
MRT,2014,0.4871,0.043478260869565216,0.66778404,0.7608522,-0.09306815999999996
MRT,2016,0.9451,0.0625,0.6483631,0.82209355,-0.17373044999999998
MRT,2018,,0.0,0.8580114,0.8608683,-0.002856900000000051
MRT,2019,0.88735,0.23529411764705882,0.8608683,0.8569948,0.003873500000000085
MRT,2020,0.8646499999999999,0.1,0.8569948,0.8923355,-0.0353407
MRT,2021,0.37045,0.1111111111111111,0.8923355,0.38352254,0.50881296
MUS,2013,0.06916153846153844,0.43333333333333335,3.1510391,3.2553463,-0.1043071999999996
MUS,2014,0.18510909090909092,0.28205128205128205,3.2553463,3.255544,-0.0001977000000001894
MUS,2015,,0.0,3.255544,3.3584309,-0.10288690000000011
MUS,2016,0.446025,0.16,3.3584309,3.5034227,-0.14499179999999967
MUS,2017,-0.8316,0.045454545454545456,3.5034227,3.4847126,0.01871009999999984
MUS,2018,0.0791,0.1,3.4847126,3.4879518,-0.0032391999999998866
MUS,2019,0.026033333333333315,0.13636363636363635,3.4879518,3.2426074,0.24534440000000002
MUS,2020,,0.0,3.2426074,3.4426038,-0.1999964000000003
MUS,2021,-0.12325,0.03773584905660377,3.4426038,0.0,3.4426038
MWI,2013,0.5230666666666667,0.375,0.07257999,0.061938625,0.010641365
MWI,2014,0.54625,0.3333333333333333,0.061938625,0.063246265,-0.0013076399999999988
MWI,2015,,0.0,0.063246265,0.068618685,-0.005372420000000003
MWI,2016,-0.037966666666666656,0.2,0.068618685,0.07607326,-0.007454575000000005
MWI,2017,0.08139999999999997,0.14285714285714285,0.07607326,0.085483655,-0.009410395000000002
MWI,2018,0.37073333333333336,0.14285714285714285,0.085483655,0.084429234,0.0010544209999999998
MWI,2019,-0.55055,0.09090909090909091,0.084429234,0.07594564,0.008483594000000011
MWI,2020,0.9477,0.038461538461538464,0.07594564,0.07803988,-0.002094240000000011
MWI,2021,-0.2825166666666667,0.25,0.07803988,0.0048424774,0.0731974026
NAM,2013,0.8056333333333333,0.2,1.1647576,1.639761,-0.4750034000000001
NAM,2014,0.4569857142857143,0.35,1.639761,1.6871638,-0.04740279999999997
